smv_max,smv_std,smv_range,duration_s,n_impact_peaks,gyro_max,gyro_std,total_rotation_deg,jerk_max,subject,activity_id,activity_name,trial,trans_f1,cnn_f1,delta_f1,winner
60.88774751111611,6.0790049142585785,56.869411163178256,33.666666666666664,7,11.801582543728298,2.117373590950003,48.51138846354669,1872.2022964758996,46,10,Backfall,1,88.05,76.5,11.549999999999997,Transformer
42.73984203321499,3.0720614391928796,37.5994002461616,53.333333333333336,11,8.536005777087231,1.5146970355089084,62.334627801574165,1033.5613806643973,46,10,Backfall,2,88.05,76.5,11.549999999999997,Transformer
39.92214664745625,3.3945428090511407,36.015654516282815,37.4,6,8.874567254841907,1.971204675415714,41.06832724011527,508.77647620271784,46,10,Backfall,3,88.05,76.5,11.549999999999997,Transformer
56.1534386355595,4.115319325539807,53.31637688213905,39.06666666666667,10,11.658550035062119,1.9673204774575386,53.279091587325276,1115.9178051960803,46,10,Backfall,4,88.05,76.5,11.549999999999997,Transformer
37.78558602970676,3.967520777088384,33.616904164957326,39.2,11,10.219983843025005,2.2347243091683557,47.713650886579394,664.9221312230796,46,10,Backfall,5,88.05,76.5,11.549999999999997,Transformer
75.21697291313096,4.564279840789808,74.06311317620097,52.86666666666667,16,9.324485996949875,1.40819863166377,56.08699569818516,2306.3147990538096,46,11,Frontfall,1,88.05,76.5,11.549999999999997,Transformer
82.60814954062162,5.221343141798377,81.4356793720428,38.53333333333333,13,10.658211438635675,1.714482640173768,48.31795536860471,2340.2744974582156,46,11,Frontfall,2,88.05,76.5,11.549999999999997,Transformer
99.98201783802087,6.276101276541786,96.18732921989799,37.06666666666667,11,9.9105715614253,1.9218852504146204,46.33885594301318,2517.0605024204456,46,11,Frontfall,3,88.05,76.5,11.549999999999997,Transformer
76.22220025706656,5.19404652233996,74.55805204133637,35.266666666666666,15,10.815285826515085,1.6910517489582826,41.621044082700614,1821.9028635269615,46,11,Frontfall,4,88.05,76.5,11.549999999999997,Transformer
76.22220025706656,5.19404652233996,74.55805204133637,35.266666666666666,15,10.815285826515085,1.6910517489582826,41.621044082700614,1821.9028635269615,46,11,Frontfall,5,88.05,76.5,11.549999999999997,Transformer
60.84689049561283,4.883401491742562,58.98242472542169,40.6,11,16.312259836773922,2.0558431017809777,62.593026273332136,1266.6383943200872,46,12,Leftfall,1,88.05,76.5,11.549999999999997,Transformer
60.84689049561283,4.883401491742562,58.98242472542169,40.6,11,16.312259836773922,2.0558431017809777,62.593026273332136,1266.6383943200872,46,12,Leftfall,2,88.05,76.5,11.549999999999997,Transformer
60.84689049561283,4.883401491742562,58.98242472542169,40.6,11,16.312259836773922,2.0558431017809777,62.593026273332136,1266.6383943200872,46,12,Leftfall,3,88.05,76.5,11.549999999999997,Transformer
60.84689049561283,4.883401491742562,58.98242472542169,40.6,11,16.312259836773922,2.0558431017809777,62.593026273332136,1266.6383943200872,46,12,Leftfall,4,88.05,76.5,11.549999999999997,Transformer
60.84689049561283,4.883401491742562,58.98242472542169,40.6,11,16.312259836773922,2.0558431017809777,62.593026273332136,1266.6383943200872,46,12,Leftfall,5,88.05,76.5,11.549999999999997,Transformer
46.01993926947312,3.2510108833224742,42.00834739936849,81.13333333333334,10,9.718192654526908,1.716270803373322,72.94818351486657,601.768423204914,46,13,Rightfall,1,88.05,76.5,11.549999999999997,Transformer
46.01993926947312,3.2510108833224742,42.00834739936849,81.13333333333334,10,9.718192654526908,1.716270803373322,72.94818351486657,601.768423204914,46,13,Rightfall,2,88.05,76.5,11.549999999999997,Transformer
46.01993926947312,3.2510108833224742,42.00834739936849,81.13333333333334,10,9.718192654526908,1.716270803373322,72.94818351486657,601.768423204914,46,13,Rightfall,3,88.05,76.5,11.549999999999997,Transformer
46.01993926947312,3.2510108833224742,42.00834739936849,81.13333333333334,10,9.718192654526908,1.716270803373322,72.94818351486657,601.768423204914,46,13,Rightfall,4,88.05,76.5,11.549999999999997,Transformer
46.01993926947312,3.2510108833224742,42.00834739936849,81.13333333333334,10,9.718192654526908,1.716270803373322,72.94818351486657,601.768423204914,46,13,Rightfall,5,88.05,76.5,11.549999999999997,Transformer
58.89505932350846,6.166890986513452,56.94469235214795,18.566666666666666,8,7.116390488815207,1.8283061465350487,35.99616366985568,2047.4539797360014,46,14,Rotatefall,1,88.05,76.5,11.549999999999997,Transformer
58.89505932350846,6.166890986513452,56.94469235214795,18.566666666666666,8,7.116390488815207,1.8283061465350487,35.99616366985568,2047.4539797360014,46,14,Rotatefall,2,88.05,76.5,11.549999999999997,Transformer
58.89505932350846,6.166890986513452,56.94469235214795,18.566666666666666,8,7.116390488815207,1.8283061465350487,35.99616366985568,2047.4539797360014,46,14,Rotatefall,3,88.05,76.5,11.549999999999997,Transformer
58.89505932350846,6.166890986513452,56.94469235214795,18.566666666666666,8,7.116390488815207,1.8283061465350487,35.99616366985568,2047.4539797360014,46,14,Rotatefall,4,88.05,76.5,11.549999999999997,Transformer
58.89505932350846,6.166890986513452,56.94469235214795,18.566666666666666,8,7.116390488815207,1.8283061465350487,35.99616366985568,2047.4539797360014,46,14,Rotatefall,5,88.05,76.5,11.549999999999997,Transformer
50.7169442420427,3.8242775702496754,50.23171426746667,21.466666666666665,11,8.285961165111143,1.910226239877439,44.32592226046115,1249.6181771671145,36,10,Backfall,1,88.52,80.0,8.519999999999996,Transformer
39.86575924719638,3.532030917082112,38.07739851426128,10.033333333333333,7,5.508685099605032,1.2661504390610876,15.418849160267207,629.0717677484196,36,10,Backfall,2,88.52,80.0,8.519999999999996,Transformer
22.15998780780064,2.364076571909579,19.940928900535248,11.033333333333333,5,13.59810626192963,2.170640445479107,25.660926196276197,463.0305874217435,36,10,Backfall,3,88.52,80.0,8.519999999999996,Transformer
21.99237254801002,2.413673309985514,18.74464572471013,12.333333333333334,6,8.757222417441595,1.7550343734524352,24.78336185376476,485.4136933692158,36,10,Backfall,4,88.52,80.0,8.519999999999996,Transformer
21.12685272141375,2.5145947851813872,17.95366941325159,8.3,4,8.380307299154943,1.6207721294102424,9.472249417072176,311.4610954982537,36,10,Backfall,5,88.52,80.0,8.519999999999996,Transformer
