smv_max,smv_min,smv_mean,smv_std,smv_range,smv_peak_prominence,ax_max,ax_std,ax_range,ay_max,ay_std,ay_range,az_max,az_std,az_range,duration_s,peak_time_ratio,n_impact_peaks,gyro_max,gyro_mean,gyro_std,gyro_range,gx_max,gx_std,gy_max,gy_std,gz_max,gz_std,total_rotation_deg,jerk_max,jerk_mean,subject,activity_id,activity_name,trial,trans_f1,cnn_f1,delta_f1,winner
60.88774751111611,4.018336347937851,11.026060201232523,6.0790049142585785,56.869411163178256,49.861687309883585,47.035713,7.787615584229683,77.047691,44.41318,5.45787241655648,87.588076,41.63272,6.8517222960567805,55.6364155,33.666666666666664,0.7970297029702971,7,11.801582543728298,1.9149232288242113,2.117373590950003,11.78666942243261,7.5099773,1.6023416666320982,11.589335,1.949835314737981,5.710368,1.3212235657166918,48.51138846354669,1872.2022964758999,33.33739869102822,46,10,Backfall,1,88.05,76.5,11.549999999999997,Transformer
42.73984203321499,5.14044178705339,10.545791156618556,3.0720614391928796,37.5994002461616,32.194050876596435,19.998314,7.476480115954664,31.456046,26.055447,4.423757682545864,49.80451,34.926537,5.440472689086827,44.178386,53.333333333333336,0.546875,11,8.536005777087231,1.3197168906473007,1.5146970355089084,8.512728684297889,6.6425486,1.0478776192536843,7.5209727,1.4683981899540628,3.4391713,0.8758688693046449,62.334627801574165,1033.5613806643971,14.658468652463736,46,10,Backfall,2,88.05,76.5,11.549999999999997,Transformer
39.92214664745625,3.9064921311734393,10.78993615193953,3.3945428090511407,36.015654516282815,29.132210495516723,20.154146,6.585642155920725,31.015467,25.530819,4.263680141259822,40.12614,29.96412,6.452964722127394,39.695131,37.4,0.40106951871657753,6,8.874567254841907,1.5229293166915427,1.971204675415714,8.866744362618894,7.666359,1.294472439884971,6.7635,1.8701806459643184,3.7971385,0.9749503193630338,41.06832724011527,508.77647620271796,15.176650511279309,46,10,Backfall,3,88.05,76.5,11.549999999999997,Transformer
56.1534386355595,2.8370617534204534,10.807614058778702,4.115319325539807,53.31637688213905,45.3458245767808,21.983759,6.8792533571825265,36.317963,23.449661,4.897787774137012,34.907393,51.02096,6.289662064930365,65.678495,39.06666666666667,0.9343003412969283,10,11.658550035062119,1.7700694879510057,1.9673204774575386,11.64695968196684,9.705427,1.5210382359524088,8.262564,1.7989040500278493,4.7488666,1.1858054060815288,53.279091587325276,1115.9178051960803,23.502445379845526,46,10,Backfall,4,88.05,76.5,11.549999999999997,Transformer
37.78558602970676,4.168681864749433,10.88160422590111,3.967520777088384,33.616904164957326,26.903981803805646,22.678576,6.601191396807457,40.073499999999996,18.048761,3.765700741246569,32.957841,33.113674,7.778293298499246,48.817769000000006,39.2,0.4872448979591837,11,10.219983843025005,1.773741668646074,2.2347243091683557,10.204433751891049,8.955284,1.789433739240222,6.546032,1.863064288349931,5.338962,1.1884850388452184,47.71365088657939,664.9221312230796,18.04717754868976,46,10,Backfall,5,88.05,76.5,11.549999999999997,Transformer
75.21697291313096,1.1538597369299812,10.549405377937939,4.564279840789808,74.06311317620097,64.66756753519302,53.59564,6.247130363916109,62.464338000000005,40.013676,3.575086717004795,59.41318699999999,55.79913,4.651007224088063,76.20721499999999,52.86666666666667,0.41992433795712486,16,9.324485996949875,1.211382196505079,1.40819863166377,9.317906776801763,8.558222,1.1854939344008806,5.213124,1.1505627514850252,3.40985,0.8427820249790753,56.086995698185156,2306.3147990538096,33.557996778120454,46,11,Frontfall,1,88.05,76.5,11.549999999999997,Transformer
82.60814954062162,1.1724701685788292,10.922879335922719,5.221343141798377,81.4356793720428,71.68527020469891,56.908203,6.253206939917213,71.122766,21.176779,4.287365435043037,41.424246,64.22007,5.269993588712592,85.54520400000001,38.53333333333333,0.43252595155709345,13,10.658211438635675,1.5894064265988392,1.714482640173768,10.648591523185754,6.7146306,1.2833433524243738,8.616865,1.5434790011742343,5.032308,1.1957061484312557,48.31795536860471,2340.274497458215,35.533595078594715,46,11,Frontfall,2,88.05,76.5,11.549999999999997,Transformer
99.98201783802087,3.7946886181228803,11.149351899754697,6.276101276541786,96.18732921989799,88.83266593826617,70.943,6.703910413222273,81.20791,27.310482,4.314864725075026,50.700323,69.973015,5.448755986462889,85.61729,37.06666666666667,0.9100719424460432,11,9.9105715614253,1.556736481848147,1.9218852504146204,9.898981207961087,5.572313,1.132805416670618,8.374963,1.5647951386817076,6.5032716,1.5323403431978972,46.33885594301318,2517.0605024204456,42.26471063379373,46,11,Frontfall,3,88.05,76.5,11.549999999999997,Transformer
76.22220025706656,1.6641482157301988,11.049982156731499,5.19404652233996,74.55805204133637,65.17221810033506,60.433426,6.799008866955144,83.688971,25.478178,4.251519539689076,48.372107,62.8095,4.810271015433824,92.84062,35.266666666666666,0.9017013232514177,15,10.815285826515085,1.4917936947204522,1.6910517489582826,10.802241314035887,9.759183,1.477593940887212,5.865528,1.3887274825062044,3.0934217,0.9802341791760854,41.621044082700614,1821.9028635269613,39.40612378848752,46,11,Frontfall,4,88.05,76.5,11.549999999999997,Transformer
76.22220025706656,1.6641482157301988,11.049982156731499,5.19404652233996,74.55805204133637,65.17221810033506,60.433426,6.799008866955144,83.688971,25.478178,4.251519539689076,48.372107,62.8095,4.810271015433824,92.84062,35.266666666666666,0.9017013232514177,15,10.815285826515085,1.4917936947204522,1.6910517489582826,10.802241314035887,9.759183,1.477593940887212,5.865528,1.3887274825062044,3.0934217,0.9802341791760854,41.621044082700614,1821.9028635269613,39.40612378848752,46,11,Frontfall,5,88.05,76.5,11.549999999999997,Transformer
60.84689049561283,1.8644657701911456,10.552351623035497,4.883401491742562,58.98242472542169,50.294538872577334,51.9742,8.35258074766121,70.38697,56.16553,5.011198686342684,68.061448,35.29294,5.810385532793511,62.998537,40.6,0.8226600985221675,11,16.312259836773922,2.004045665101349,2.0558431017809777,16.299740824491153,11.612548,1.5908394968368476,5.828876,1.8214777879235982,13.800668,1.532195375548655,62.593026273332136,1266.6383943200872,29.165406132373235,46,12,Leftfall,1,88.05,76.5,11.549999999999997,Transformer
60.84689049561283,1.8644657701911456,10.552351623035497,4.883401491742562,58.98242472542169,50.294538872577334,51.9742,8.35258074766121,70.38697,56.16553,5.011198686342684,68.061448,35.29294,5.810385532793511,62.998537,40.6,0.8226600985221675,11,16.312259836773922,2.004045665101349,2.0558431017809777,16.299740824491153,11.612548,1.5908394968368476,5.828876,1.8214777879235982,13.800668,1.532195375548655,62.593026273332136,1266.6383943200872,29.165406132373235,46,12,Leftfall,2,88.05,76.5,11.549999999999997,Transformer
60.84689049561283,1.8644657701911456,10.552351623035497,4.883401491742562,58.98242472542169,50.294538872577334,51.9742,8.35258074766121,70.38697,56.16553,5.011198686342684,68.061448,35.29294,5.810385532793511,62.998537,40.6,0.8226600985221675,11,16.312259836773922,2.004045665101349,2.0558431017809777,16.299740824491153,11.612548,1.5908394968368476,5.828876,1.8214777879235982,13.800668,1.532195375548655,62.593026273332136,1266.6383943200872,29.165406132373235,46,12,Leftfall,3,88.05,76.5,11.549999999999997,Transformer
60.84689049561283,1.8644657701911456,10.552351623035497,4.883401491742562,58.98242472542169,50.294538872577334,51.9742,8.35258074766121,70.38697,56.16553,5.011198686342684,68.061448,35.29294,5.810385532793511,62.998537,40.6,0.8226600985221675,11,16.312259836773922,2.004045665101349,2.0558431017809777,16.299740824491153,11.612548,1.5908394968368476,5.828876,1.8214777879235982,13.800668,1.532195375548655,62.593026273332136,1266.6383943200872,29.165406132373235,46,12,Leftfall,4,88.05,76.5,11.549999999999997,Transformer
60.84689049561283,1.8644657701911456,10.552351623035497,4.883401491742562,58.98242472542169,50.294538872577334,51.9742,8.35258074766121,70.38697,56.16553,5.011198686342684,68.061448,35.29294,5.810385532793511,62.998537,40.6,0.8226600985221675,11,16.312259836773922,2.004045665101349,2.0558431017809777,16.299740824491153,11.612548,1.5908394968368476,5.828876,1.8214777879235982,13.800668,1.532195375548655,62.593026273332136,1266.6383943200872,29.165406132373235,46,12,Leftfall,5,88.05,76.5,11.549999999999997,Transformer
46.01993926947312,4.011591870104632,10.370201449418516,3.2510108833224742,42.00834739936849,35.649737820054604,35.010284,6.460544191114645,65.894147,29.662327,4.0977264640485656,44.547479,21.718155,4.805707730119671,35.199617,81.13333333333334,0.9190632703368941,10,9.718192654526908,1.4464279612994033,1.716270803373322,9.683766726126505,5.1642547,1.4358188497741609,5.1972413,1.0358339360349498,8.624195,1.3789961864934497,72.94818351486657,601.7684232049141,15.647476149363866,46,13,Rightfall,1,88.05,76.5,11.549999999999997,Transformer
46.01993926947312,4.011591870104632,10.370201449418516,3.2510108833224742,42.00834739936849,35.649737820054604,35.010284,6.460544191114645,65.894147,29.662327,4.0977264640485656,44.547479,21.718155,4.805707730119671,35.199617,81.13333333333334,0.9190632703368941,10,9.718192654526908,1.4464279612994033,1.716270803373322,9.683766726126505,5.1642547,1.4358188497741609,5.1972413,1.0358339360349498,8.624195,1.3789961864934497,72.94818351486657,601.7684232049141,15.647476149363866,46,13,Rightfall,2,88.05,76.5,11.549999999999997,Transformer
46.01993926947312,4.011591870104632,10.370201449418516,3.2510108833224742,42.00834739936849,35.649737820054604,35.010284,6.460544191114645,65.894147,29.662327,4.0977264640485656,44.547479,21.718155,4.805707730119671,35.199617,81.13333333333334,0.9190632703368941,10,9.718192654526908,1.4464279612994033,1.716270803373322,9.683766726126505,5.1642547,1.4358188497741609,5.1972413,1.0358339360349498,8.624195,1.3789961864934497,72.94818351486657,601.7684232049141,15.647476149363866,46,13,Rightfall,3,88.05,76.5,11.549999999999997,Transformer
46.01993926947312,4.011591870104632,10.370201449418516,3.2510108833224742,42.00834739936849,35.649737820054604,35.010284,6.460544191114645,65.894147,29.662327,4.0977264640485656,44.547479,21.718155,4.805707730119671,35.199617,81.13333333333334,0.9190632703368941,10,9.718192654526908,1.4464279612994033,1.716270803373322,9.683766726126505,5.1642547,1.4358188497741609,5.1972413,1.0358339360349498,8.624195,1.3789961864934497,72.94818351486657,601.7684232049141,15.647476149363866,46,13,Rightfall,4,88.05,76.5,11.549999999999997,Transformer
46.01993926947312,4.011591870104632,10.370201449418516,3.2510108833224742,42.00834739936849,35.649737820054604,35.010284,6.460544191114645,65.894147,29.662327,4.0977264640485656,44.547479,21.718155,4.805707730119671,35.199617,81.13333333333334,0.9190632703368941,10,9.718192654526908,1.4464279612994033,1.716270803373322,9.683766726126505,5.1642547,1.4358188497741609,5.1972413,1.0358339360349498,8.624195,1.3789961864934497,72.94818351486657,601.7684232049141,15.647476149363866,46,13,Rightfall,5,88.05,76.5,11.549999999999997,Transformer
58.89505932350846,1.9503669713605105,11.724114040734845,6.166890986513452,56.94469235214795,47.170945282773616,44.118565,6.619710530366296,64.385175,29.358139,4.711314321269774,50.800821,43.361835,5.605003070316278,67.841308,18.566666666666666,0.6929982046678635,8,7.116390488815207,2.511360256036443,1.8283061465350487,7.068680387312371,5.992588,1.7884101010176772,4.968778,1.9599174929228809,3.5283577,1.3953753150935022,35.99616366985568,2047.4539797360012,59.46457240985227,46,14,Rotatefall,1,88.05,76.5,11.549999999999997,Transformer
58.89505932350846,1.9503669713605105,11.724114040734845,6.166890986513452,56.94469235214795,47.170945282773616,44.118565,6.619710530366296,64.385175,29.358139,4.711314321269774,50.800821,43.361835,5.605003070316278,67.841308,18.566666666666666,0.6929982046678635,8,7.116390488815207,2.511360256036443,1.8283061465350487,7.068680387312371,5.992588,1.7884101010176772,4.968778,1.9599174929228809,3.5283577,1.3953753150935022,35.99616366985568,2047.4539797360012,59.46457240985227,46,14,Rotatefall,2,88.05,76.5,11.549999999999997,Transformer
58.89505932350846,1.9503669713605105,11.724114040734845,6.166890986513452,56.94469235214795,47.170945282773616,44.118565,6.619710530366296,64.385175,29.358139,4.711314321269774,50.800821,43.361835,5.605003070316278,67.841308,18.566666666666666,0.6929982046678635,8,7.116390488815207,2.511360256036443,1.8283061465350487,7.068680387312371,5.992588,1.7884101010176772,4.968778,1.9599174929228809,3.5283577,1.3953753150935022,35.99616366985568,2047.4539797360012,59.46457240985227,46,14,Rotatefall,3,88.05,76.5,11.549999999999997,Transformer
58.89505932350846,1.9503669713605105,11.724114040734845,6.166890986513452,56.94469235214795,47.170945282773616,44.118565,6.619710530366296,64.385175,29.358139,4.711314321269774,50.800821,43.361835,5.605003070316278,67.841308,18.566666666666666,0.6929982046678635,8,7.116390488815207,2.511360256036443,1.8283061465350487,7.068680387312371,5.992588,1.7884101010176772,4.968778,1.9599174929228809,3.5283577,1.3953753150935022,35.99616366985568,2047.4539797360012,59.46457240985227,46,14,Rotatefall,4,88.05,76.5,11.549999999999997,Transformer
58.89505932350846,1.9503669713605105,11.724114040734845,6.166890986513452,56.94469235214795,47.170945282773616,44.118565,6.619710530366296,64.385175,29.358139,4.711314321269774,50.800821,43.361835,5.605003070316278,67.841308,18.566666666666666,0.6929982046678635,8,7.116390488815207,2.511360256036443,1.8283061465350487,7.068680387312371,5.992588,1.7884101010176772,4.968778,1.9599174929228809,3.5283577,1.3953753150935022,35.99616366985568,2047.4539797360012,59.46457240985227,46,14,Rotatefall,5,88.05,76.5,11.549999999999997,Transformer
50.7169442420427,0.4852299745760281,10.737458998062108,3.8242775702496754,50.23171426746667,39.97948524398059,25.777878,6.0374183007322,47.48078,17.907885,4.631149645513688,31.243085,47.39703,7.333801605493674,61.696538000000004,21.466666666666665,0.055900621118012424,11,8.285961165111143,2.074536143235311,1.910226239877439,8.280233645936805,6.4950905,1.7008538657021008,4.7684393,1.5302006178004417,6.6318545,1.6355177749620624,44.32592226046114,1249.6181771671145,43.967909116217115,36,10,Backfall,1,88.52,80.0,8.519999999999996,Transformer
39.86575924719638,1.788360732935097,10.477976774133719,3.532030917082112,38.07739851426128,29.38778247306266,19.645075,5.668282204455415,34.975888999999995,32.7721,4.748029810360095,44.410789,22.657639,5.786685401820634,34.856249,10.033333333333333,0.8737541528239202,7,5.508685099605032,1.5522331369396518,1.2661504390610876,5.475087895610769,4.249467,1.0891492967332095,4.8075147,1.34211228516559,2.8610635,0.8297261918050262,15.418849160267207,629.0717677484195,52.12697103444864,36,10,Backfall,2,88.52,80.0,8.519999999999996,Transformer
22.15998780780064,2.2190589072653935,10.321200916061036,2.364076571909579,19.940928900535248,11.838786891739604,16.618153,5.429898489079058,33.040095,12.894921,4.615372880377974,24.078974000000002,14.524433,4.927095145749387,23.186450999999998,11.033333333333333,0.9607250755287009,5,13.59810626192963,2.3470359325862375,2.170640445479107,13.566427899236562,13.449318,2.331804447465775,4.7965245,1.2915727398342092,5.569488,1.5918554397708724,25.660926196276197,463.03058742174346,43.026587663619516,36,10,Backfall,3,88.52,80.0,8.519999999999996,Transformer
21.99237254801002,3.247726823299893,10.40813643423802,2.413673309985514,18.74464572471013,11.584236113772,18.678373,4.583536178796813,33.119057,9.71486,2.730063902072493,17.187645,17.570498,4.135069545402613,26.263623000000003,12.333333333333334,0.4864864864864865,6,8.757222417441595,2.025887889953523,1.7550343734524352,8.741680210477538,8.750483,2.009199445751642,3.713399,1.2252658213916183,5.326487,1.2696286154143528,24.78336185376476,485.4136933692158,48.867693567378,36,10,Backfall,4,88.52,80.0,8.519999999999996,Transformer
21.12685272141375,3.1731833081621614,10.60102879452435,2.5145947851813872,17.95366941325159,10.525823926889402,19.874784,3.8797708996023847,19.24547166,12.241681,3.233060264392191,18.379271,9.434899,4.11947139269546,16.273586,8.3,0.4979919678714859,4,8.380307299154943,1.1551523679356313,1.6207721294102424,8.356692133009046,7.821217,1.5740103206746885,4.293427,1.0147252141820504,1.9427879,0.6002009345614718,9.472249417072176,311.4610954982537,54.32529494057279,36,10,Backfall,5,88.52,80.0,8.519999999999996,Transformer
29.02358677131834,4.3193005542767,10.379745805994434,3.2850138365131736,24.704286217041638,18.643840965323903,21.92304,3.9666772816526104,22.985453200000002,14.263616,3.332650510020532,24.421148000000002,21.37987,3.8752611936700103,30.778878,4.833333333333333,0.296551724137931,2,4.8081851230015955,1.2981691219879863,0.8668827098397437,4.590337386316525,4.7208157,1.0489254423166774,3.5119157,0.8935679782967083,1.9183656,0.6503785219377127,6.144667177409802,532.0731961955773,69.70973330544045,36,11,Frontfall,1,88.52,80.0,8.519999999999996,Transformer
18.49545230050855,3.048198852150438,10.591408815542504,2.99121911213718,15.447253448358111,7.904043484966046,17.343178,4.198162699376384,20.336599000000003,9.573684,2.297946021765067,11.301302,17.864815,3.538789811993298,19.7862515,5.233333333333333,0.2229299363057325,4,6.003544011064472,2.106302746138486,1.2789569533785685,5.802679573997513,4.0601945,1.5211169605345234,4.9308467,1.7364891788501193,2.184568,0.8351753976188263,10.812354096844228,328.52645684316343,39.552285304729395,36,11,Frontfall,2,88.52,80.0,8.519999999999996,Transformer
31.49510659846437,3.661308052268808,10.465486697127778,2.7894329981397044,27.833798546195563,21.029619901336595,28.094131,4.4757003565252935,34.578680500000004,17.723637,3.1019530686971373,28.070202000000002,14.507684,3.2131662156747662,17.2905366,10.8,0.08950617283950617,7,7.064583786059599,1.6859501526371155,1.1397637823055882,6.906606737724039,6.9701023,1.4315844749611775,2.966079,0.9166129630540215,5.2788634,1.0995905351395894,18.039666633217134,818.2480972685082,58.72312038470544,36,11,Frontfall,3,88.52,80.0,8.519999999999996,Transformer
14.239620422175896,7.123723501736937,9.789960397073948,0.7114433513935705,7.115896920438959,4.449660025101949,5.667702,1.53089295233979,8.5554514,13.814725,3.845790232642967,22.736685,9.717258,4.183464468360916,18.246358999999998,14.033333333333333,0.3254156769596199,0,9.449582643541822,0.8606528658656398,1.2847981465516816,9.43512550566918,9.366756,1.3925276772684834,3.0238454,0.41402409523152844,4.17663,0.4777632837037477,12.077828550981145,403.4668964855713,23.946900620204534,49,10,Backfall,1,93.42,87.58,5.840000000000003,Transformer
